Item Title,Publication Title,Book Series Title,Journal Volume,Journal Issue,Item DOI,Authors,Publication Year,URL,Content Type,Abstract
Reference Architecture for AI-Based Industry 5.0 Applications,Artificial Intelligence in Manufacturing,,,,10.1007/978-3-031-46452-2_1,John SoldatosBabis IpektsidisNikos KefalakisAngela-Maria Despotopoulou,2024,https://link.springer.com/chapter/10.1007/978-3-031-46452-2_1,Chapter,"Industry 5.0 (I5.0) is a novel paradigm for the development and deployment of industrial applications based on Cyber-Physical Systems (CPS). It evolves Industry 4.0 in directions that exploit trustworthy human–AI interactions in human-in-the-loop scenarios. Despite the rising popularity of I5.0, there is still a lack of reference architectures (RAs) that outline the building blocks of I5.0 applications, along with the structuring principles for effectively integrating them in industrial systems. This chapter introduces a reference model for industrial applications that addresses critical elements and requirements of the I5.0, including human–robot collaboration, cybersecurity, safety, and trust. The model enhances state-of-the-art I4.0 Industrial Internet of Things (IIoT) architectures with human-centered I5.0 features and functionalities. Based on this model, the present chapter introduces a set of blueprints that could ease the development, deployment, and operation of I5.0 applications. These blueprints address technical integration, trustworthy operations, as well as the ever-important compliance to applicable regulations such as General Data Protection Regulation (GDPR) and the emerging AI Act."
Examining Telework Adoption Through Cybersecurity and Industry 5.0,Artificial intelligence and Machine Learning,,,,10.1007/978-3-031-62843-6_36,Arturo BedonFrancisco A. PujolTamai Ramirez,2024,https://link.springer.com/chapter/10.1007/978-3-031-62843-6_36,Conference paper,"Teleworking has gained significant importance in recent years, especially with the arrival of Industry 5.0, where automation, digitalization and connectivity play a fundamental role in the transformation of industries. The COVID-19 pandemic has accelerated the adoption of teleworking, without people and organizations being prepared to do so. This has led to an increase in the number of successful cyberattacks attributed to executing activities remotely. For this reason, it is essential to examine the adoption of teleworking and its implications for cybersecurity in the context of Industry 5.0. Although there are investigations that have addressed these issues, we consider it pertinent to investigate the relationship between the adoption of teleworking, cybersecurity practices and the specific challenges that teleworking poses in the context of Industry 5.0. The objective of this research is to propose effective strategies that guarantee secure teleworking environments within the framework of Industry 5.0, based on the best cybersecurity practices in the industry. The research highlights the importance of implementing a series of measures to protect teleworking environments effectively. This includes secure network architectures, strong endpoint protection, multi-factor authentication, security awareness training, and proper incident response planning. Finally, we discuss the implications of blockchain for the security of remote work environments, including authentication, data integrity, fraud detection, and integration with machine learning."
Optimization Patterns Enabled by Industry 4.0/5.0 Data,Flexible Automation and Intelligent Manufacturing: Establishing Bridges for More Sustainable Manufacturing Systems,,,,10.1007/978-3-031-38165-2_70,Pierpaolo CaricatoAntonio Grieco,2024,https://link.springer.com/chapter/10.1007/978-3-031-38165-2_70,Conference paper,"Design patterns are widely adopted in software engineering and can be defined as “general design solutions to recurrent problems”. We extend this approach to improve the modeling activities required for addressing optimization problems, specifically those coming from production planning in manufacturing firms. We propose a general framework for optimization patterns, including general, problem and solver specific patterns as well as data connection patterns used to collect and effectively use the large data sets that can be provided by firms that adopt Industry 4.0 paradigm, or also the newer and complementary 5.0 paradigm. We then provide a vertical application of such patterns to address a strategic planning problem inspired by a real application in a manufacturing company operating in Italy. The case study shows all the main activities that begin with the problem description, continues through data definition and optimization patterns selection, finally leading to a prototypical solution to the problem."
Achieving Food Supply Chain Resilience During Natural Disasters Through Industry 5.0 Enablers—Empirical Insights Based on an FsQCA Approach,Information Systems Frontiers,,,,10.1007/s10796-023-10439-w,Subhadeep MandalArpan Kumar KarShivam GuptaUthayasankar Sivarajah,2023,https://link.springer.com/article/10.1007/s10796-023-10439-w,Article,"The purpose of this research is to establish the necessary and sufficient conditions for food safety and security during pandemic outbreaks, focusing on the case of COVID-19 to ensure resilience of the food supply chain. The study emphasises on the complexity theory of fuzzy set Qualitative Comparative Analysis (fsQCA), to establish a result-driven definition of Industry 5.0 (I5.0) during and post pandemics. The results of this study revealed that a combination of conditions derived from pandemic policy related reforms and I5.0 enablers will assist manufacturers and suppliers in establishing food safety and security during and post the COVID-19 era in a developing economy. Food safety and security being the goal, based on a survey of 140 food companies, this study provides insights to manufacturers and policymakers to enable selective implementation of I5.0 enabling technologies and pandemic policies."
"Can industry 5.0 technologies overcome supply chain disruptions?—a perspective study on pandemics, war, and climate change issues",Operations Management Research,,,,10.1007/s12063-023-00410-y,Shruti AgrawalRohit AgrawalAnil KumarSunil LuthraJose Arturo Garza-Reyes,2023,https://link.springer.com/article/10.1007/s12063-023-00410-y,Article,"Industry 5.0 (I5.0) is the next industrial revolution that will leverage human intervention in collaboration with intelligent, logical, and smart machines to attain even more user-preferred and resource-efficient manufacturing and supply chain solutions. The main aim of this article is to study I5.0 technologies in supply chains when these are affected by disruptive phenomena such as those created by wars, climate change or pandemics. A systematic literature review methodology was conducted to understand the present knowledge connected with this theme. This study summarises 194 research articles from the period 2009 to 2022 to understand the present knowledge connected with this theme. The research findings show a significant gap related to the adoption of I5.0 technologies to prevent or overcome supply chain disruptions. 194 articles, including journal and review articles, were identified in the literature. The study provides a novel and insightful concept related to I5.0 within the context of supply chain disruptions. The potential applications of I5.0 and Industry 4.0 are elaborately discussed in three areas, namely: (1) disruptions in supply chains due to pandemics; (2) disruptions in supply chains due to war; and (3) disruptions in supply chains due to climate change. Finally, this study highlights research implications and proposes future research avenues that will contribute to further exploring the adoption of I5.0 technologies to prevent, manage and overcome disruptions in supply chains."
The Role of&#xa0;IoT and&#xa0;3D Modeling in&#xa0;Shaping Industry 5.0,Artificial Intelligence Applications and Innovations. AIAI 2025 IFIP WG 12.5 International Workshops,,,,10.1007/978-3-031-97313-0_27,Myrto StogiaAsimina DimaraAlexios PapaioannouChristos-Nikolaos AnagnostopoulosKonstantinos KotisStelios Krinidis,2025,https://link.springer.com/chapter/10.1007/978-3-031-97313-0_27,Conference paper,"The shift from Industry 4.0 to Industry 5.0 represents a significant transformation in industrial ecosystems, prioritizing human-machine collaboration, sustainability, and ethical Artificial Intelligence (AI). This paper provides a concise overview of the crucial role played by the Internet of Things (IoT) in advancing Digital Twin (DT) technology, particularly in improving three-dimensional modeling capabilities. IoT-driven DTs facilitate adaptive, efficient, and sustainable industrial operations by integrating real-time data, utilizing predictive analytics, and supporting smart manufacturing. Unlike Industry 4.0, which focuses on automation and cyber-physical systems, Industry 5.0 reintroduces human intelligence to ensure that technological progress aligns with ethical, social, and environmental considerations. This survey examines challenges such as scalability, interoperability, energy efficiency, and cybersecurity while exploring innovations like cognitive DTs, 5G-powered IoT networks, and AI-driven decision-making. Additionally, it highlights key technological advancements, including edge computing, neuro-symbolic and conversational AI, blockchain for secure data management, and eco-friendly IoT solutions, paving the way for a resilient, human-centric industrial future."
An experimental hybrid customized AI and generative AI chatbot human machine interface to improve a factory troubleshooting downtime in the context of Industry 5.0,The International Journal of Advanced Manufacturing Technology,,,,10.1007/s00170-024-13492-0,Kahiomba Sonia KiangalaZenghui Wang,2024,https://link.springer.com/article/10.1007/s00170-024-13492-0,Article,"Throughout industrial revolutions, equipment downtime mitigations have been one of the ultimate goals of most factories. Several tools, such as human machine interface (HMI) alarming systems or predictive maintenance schedules, assist in reducing system downtime but still depend on the operators’ ability to swiftly retrieve, understand, and efficiently act upon reported failures. We propose the design of a hybrid experimental artificial intelligence (AI) and generative AI chatbot HMI that effectively extracts factory equipment conditions that are useful for troubleshooting and predictive maintenance analysis. We achieve these functions by feeding experimental factory-monitored data to the customized chatbot application tool running in its back-end, a Langchain agent linked to the OpenAI GPT\(-\)3.5 language model (LM) via OpenAI APIs. We design our chatbot front-end with Streamlit, an open-source web app. In the context of I5.0, our chatbot HMI uses personalized natural language, English, to interact with the operator, making the information extraction more understandable. We also integrate the generative AI capability of the GPT 3.5 LM that augments the factory data based on the loaded format to create a larger dataset for additional tasks like machine learning modelling. The experimental results show the accuracy of our customized chatbot HMI when retrieving data based on specific prompts and the advantages of a reduced troubleshooting time compared to operations in traditional factories, which are highly dependent on supervisors’ interventions. Our study provides a valuable example of upgrading standard factory HMIs to I5.0-capable ones by implementing customized AI and generative AI chatbots within operational industrial environments."
The Critical Role of Leadership in the Era of Industry 5.0,Decarbonization of Transport Energy Installations in the Context of Sustainable Development Strategies,,,,10.1007/978-3-032-05884-3_1,Mukuni JosephLapuzina Olena,2025,https://link.springer.com/chapter/10.1007/978-3-032-05884-3_1,Chapter,"This paper examines the emergence of Industry 5.0 and its implications for leadership development. It highlights the need to update curricula to include sustainable development skills alongside traditional leadership training. Industry 5.0 emphasizes collaboration between humans and technology, demanding leaders who can navigate this paradigm and integrate sustainability into their strategies. The paper explores the drivers of Industry 5.0, including its focus on humancentric approaches, and proposes frameworks for fostering competencies aligned with these objectives. By addressing the evolving requirements of Industry 5.0, the study offers insights into developing leaders capable of managing sustainability-focused transformations in modern organizations."
EcoSaver: AI and Blockchain Energy Efficiency Solution for Sustainable Industry 5.0,Integrating Advanced Technologies for Enhanced Security and Efficiency,,,,10.1007/978-3-031-91798-1_24,Fahima NiazDeepa JoseLalitha Kumari PappalaMalathy JawaharJoshuva BernardAadil MohideenG. Danial Dhinesh,2025,https://link.springer.com/chapter/10.1007/978-3-031-91798-1_24,Chapter,"In order to enhance energy efficiency and promote a future that is environmentally friendly, the paper presents “EcoSaver,” a novel strategy which makes use of cutting-edge technologies. EcoSaver offers a complete solution for manufacturing processes and energy management by fusing blockchain-based technology, artificial intelligence (AI), and Industry 5.0 principles. A distributed sensor network for real-time data collecting, blockchain for transparent and safe data management, Industry 5.0 principles for smart manufacturing, and AI-driven energy monitoring and optimization are all included in the suggested system. EcoSaver hopes to accomplish precise energy optimization, lower carbon emissions, and improved involvement of stakeholders through this synergy. The EcoSaver program's potential to promote energy-efficient behaviors and advance sustainability globally is highlighted in this paper's discussion of its objectives and implementation method."
Human-Centered Industry 5.0: Enhancing Supply Chain Resilience and Sustainable Practices,Artificial Intelligence and Applications,,,,10.1007/978-3-031-86623-4_38,Omar LeónBegüm KanatJavier PuenteIsabel Fernandez,2025,https://link.springer.com/chapter/10.1007/978-3-031-86623-4_38,Conference paper,"This study examines the relationship between Industry 5.0 (I5.0) and supply chain resilience (SCR) to enhance organizational sustainability. Emerging from Industry 4.0 (I4.0), I5.0 addresses concerns about dehumanization and environmental impact by promoting human-machine collaboration. The research analyzes data from 125 entrepreneurs using mediation and moderation models, revealing challenges like technological complexity and fair worker transitions. The findings confirm that I5.0 positively impacts SCR and sustainability, highlighting the need for effective implementation strategies. The study emphasizes the importance of aligning technological progress with human-centric principles to ensure sustainable organizational practices."
Accelerating Industry 4.0 and 5.0: The Potential of Generative Artificial Intelligence,Innovative Intelligent Industrial Production and Logistics,,,,10.1007/978-3-031-80760-2_29,Pedro Antonio BoaretoAnderson Luis SzejkaEduardo Freitas Rocha LouresFernando DeschampsEduardo Alves Portela Santos,2025,https://link.springer.com/chapter/10.1007/978-3-031-80760-2_29,Conference paper,"Industry 4.0 (I4.0) integrates technologies like the Internet of Things (IoT), Artificial Intelligence (AI), and robotics to create interconnected, intelligent, and autonomous production environments. This transformation drives innovation and competitiveness but poses challenges, including system integrations, investments, and workforce upskilling. This work explores the potential of Generative Artificial Intelligence (GAI) as an accelerator for I4.0 adoption considering Industry 5.0 (I5.0) requirements, using I4.0 reference architectures and the four key dimensions: Smart Manufacturing (SM), Smart Working (SW), Smart Products and Services (SPS), and Smart Supply Chain (SSC) to guide the analysis. The literature indicates that GAI has been applied in various domains, but there is a gap in comprehensive research to the industrial context. GAI’s potential contributions to SM and SW include generating insights, optimizing operations through Digital Twins (DT), predictive maintenance, and enhancing human-machine collaboration, aligning with the I5.0 concept on personalization and human-centric technology solutions. In SPS and SSC, GAI aids in product development, mass customization, production simulation, and inventory control, providing real-time support and improving supply chain efficiency. The paper concludes that GAI holds significant promise for enhancing I4.0 and I5.0. But further research is needed to learn its impact at each organizational level, develop best practices, and address data quality and integration challenges. Future work will involve a systematic literature review to deepen insights into the integration of GAI with I4.0 and I5.0, with a particular focus on the role of DT and their potential to create more connected and cognitive industrial solutions."
Historical Perspective of Circular Economy Growth from Industry 1.0 to 5.0,Sustainable Economy Models in the Age of Industry 5.0,,,,10.1007/978-981-96-4104-8_1,Pushpam SinghSukanta Kumar Baral,2025,https://link.springer.com/chapter/10.1007/978-981-96-4104-8_1,Chapter,"There has been a major transformation in economic and industrial practices that are increasingly centred on the concept of circular economy. It seeks to optimise resource utilisation by minimising its wastage and promote sustainable growth. This transformation is due to the historical revolutions that emerged from the late eighteenth century through Industry 1.0 to the continuing Fifth Industrial Revolution, which revolves around smart technologies. Every new era of industrialisation brought remarkable innovations and along with some challenges. The study reviews the historical progression of the circular economy by looking into every phase of industrial revolutions from Industry 1.0 to Industry 5.0. It offers a conceptual framework that addresses how technological innovations and industrial regulations have played an active part in shaping circular practices. It also discussed the challenges encountered during each phase of industrialisation. Lastly, it provides future solutions by drawing inferences from historical events for deriving new perspective on the circular economy in future. As this study is conceptual in nature, the historical events, progression, and challenges have been explained with the help of academic literature reviews, while stating the need of integrating industrial activities with circular economy practices."
Unleashing the Potential: Soft Computing in the Era of Industry 5.0,"Cybernetics, Human Cognition, and Machine Learning in Communicative Applications",,,,10.1007/978-981-97-8533-9_12,Nishitha PujalaCKishor Kumar ReddyKarthik PujalaSrinath Doss,2025,https://link.springer.com/chapter/10.1007/978-981-97-8533-9_12,Chapter,"The advent of Industry 5.0 heralds a new era characterized by heightened connectivity, automation, and symbiotic interaction between humans and machines. Within this transformative landscape, the application of soft computing methodologies emerges as a critical driver of innovation, offering a flexible and adaptive framework to address the intricate challenges posed by Industry 5.0 dynamics. Soft computing, encompassing diverse techniques such as fuzzy logic, neural networks, and genetic algorithms, presents a promising avenue for optimizing processes, enhancing decision-making capabilities, and fostering creativity across various industrial domains. This research endeavors to explore the multifaceted role of soft computing within the context of Industry 5.0, aiming to unravel its transformative potential and delineate practical implications for industry stakeholders. By synthesizing insights from a comprehensive review of literature and analysis of pertinent case studies, this paper aims to elucidate the diverse applications, inherent benefits, and prevalent challenges associated with the integration of soft computing methodologies in Industry 5.0 settings. Through an in-depth examination, the study seeks to provide nuanced insights into the mechanisms through which soft computing techniques can contribute to the optimization of industrial processes, the enhancement of decision-making processes, and the facilitation of innovation across diverse sectors. Furthermore, this research endeavors to offer forward-looking perspectives on the future trajectories of soft computing in Industry 5.0, identifying emerging trends, potential areas for further exploration, and pragmatic recommendations for researchers, practitioners, and policymakers alike. By synthesizing empirical evidence with theoretical insights, this paper seeks to contribute to a deeper understanding of the transformative potential of soft computing in driving sustainable growth and fostering resilience in the era of Industry 5.0. Through this holistic examination, the study aims to provide a comprehensive framework for leveraging soft computing methodologies as a catalyst for navigating the complexities of Industry 5.0 and unlocking new frontiers of industrial innovation and progress."
Industry 5.0 Vision Through Model-Based Systems Engineering and Artificial Intelligence,Contemporary Issues in Industry 5.0,,,,10.1007/978-3-031-74779-3_4,Aapo HölsäIsa BanagarQasim KhadimTero FrondeliusJuho KonnöAmin Mahmoudzadeh AndwariEmil Kurvinen,2025,https://link.springer.com/chapter/10.1007/978-3-031-74779-3_4,Chapter,"Industry 4.0, characterized by its heavy reliance on automation and data-driven technologies, poses risks of social inequalities and reduces human oversight, potentially leading to ethical dilemmas and decreased job satisfaction among workers. The extensive integration of cyber-physical systems (CPS) and cyber-physical production systems (CPPS) in Industry 4.0 also amplifies cyber security threats to individual privacy and industrial security, prompting a regulatory shift toward ethical artificial intelligence (AI) practices in Industry 5.0. This chapter outlines the vision of Industry 5.0 from the model-based systems engineering (MBSE) perspective, emphasizing the prioritization of technological advances alongside human-centric values. MBSE in Industry 5.0 is further elucidated using the marine engine crank train example. The results demonstrate how AI and MBSE can facilitate the decentralization of knowledge by eliminating technical barriers between personnel and information captured in the system model, how the system model can serve as a platform for digital twins (DTs), and how enhanced optimization algorithms and system patterns can be employed to allocate human resources more efficiently in development processes."
Transitioning from Industry 4.0 to Industry 5.0: An Overview of Co-Evolution,The Future of Industry,,,,10.1007/978-3-031-66801-2_3,Evgeny KuzminGuzalbegim RakhimovaUlugbek NurmanovKamolakhon Nasurova,2024,https://link.springer.com/chapter/10.1007/978-3-031-66801-2_3,Chapter,"Our inquiry into the transition from Industry 4.0 to Industry 5.0 commences by tracing the technological progression from preceding industrial revolutions. Through comparative analysis, we show that while Industry 4.0 and Industry 5.0 share a foundational technological framework, they diverge in their approaches to production processes and human involvement. Industry 4.0 laid the groundwork for significant changes in manufacturing through automation and digitization, while Industry 5.0 expands this approach by integrating human elements into technological processes and prioritizing social goals such as enhancing quality of life and reducing environmental impact. This conceptual shift does not seek to replace Industry 4.0 but rather complements and reinterprets it, presenting new challenges and opportunities. Our research identifies both contradictions and points of convergence between these technological paradigms, highlighting the need for further exploration of the relationship between technological advancement and social factors in industrial innovation. Looking forward, Industry 6.0 represents the next stage, which is expected to deepen the integration of digital technologies into the physical world. The study outlines avenues for the exploration of the co-evolution of industrial paradigms and our findings can be used to formulate strategies for sustainable development in the context of global socio-economic and environmental challenges."
Does Industry 5.0 Reproduce Gender (In)equalities at Organisations? Understanding the Interaction of Human Resources and Software Development Teams in Supplying Human Capitals,Information Systems Frontiers,,,,10.1007/s10796-023-10450-1,Erhan AydinMushfiqur RahmanEmir Ozeren,2023,https://link.springer.com/article/10.1007/s10796-023-10450-1,Article,"The aim of this study is to illustrate the significance of human resources and software development teams in the process of value co-creation, specifically in the provision of human capital within the framework of Industry 5.0. This investigation takes into account ethical considerations, machine ethics, and gender inequalities. In order to achieve this aim, we conduct semi-structured in-depth qualitative interviews with 12 Human Resources Specialists and 12 Computer Engineers in large scale organisations in Turkey. As a theoretical lens, we adopt modified grounded theory to explore the interaction of teams for demonstrating how they design and manage the digital process by considering the human–machine collaboration aspect of Industry 5.0. Based on the interviews, there are three main themes in the present research: digitalisation in tracking personnel data, ensuring ethical actions in digitalisation of organisational process, and reflections of digitalisation to gender inequality. Since studies on diversity and industry 5.0 are scarce, this research demonstrates the ethical and adverse aspects of industry 5.0, and how it reflects to gender inequality in organisations."
Integrating Industry 5.0 Competencies: A Learning Factory Based Framework,"Advances in Production Management Systems. Production Management Systems for Volatile, Uncertain, Complex, and Ambiguous Environments",,,,10.1007/978-3-031-65894-5_29,Lorenzo AgbomemewaFabio DanieleMichele FolettiMatteo ConfalonieriPaolo Pedrazzoli,2024,https://link.springer.com/chapter/10.1007/978-3-031-65894-5_29,Conference paper,"Industries across the world are witnessing profound technological paradigm changes, necessitating a new set of engineering skills and capabilities for the future workforce. This paper investigates the needed engineering competencies required to bridge the skill gap related to Industry 5.0. Our work analyses current educational frameworks on the topic and proposes a new concept based on the exploitation of learning factories. The paper showcases the conception, execution, and evaluation of a summer school program dedicated to such an objective. It discusses the structure, methodologies, and outcomes of this course, demonstrating the effectiveness of the proposed didactic framework. The findings offer valuable insights for educators and industry professionals alike in preparing the future workforce for the challenges and opportunities of Industry 5.0."
Role of Soft Computing in Industry 4.0 and 5.0,Soft Computing in Industry 5.0 for Sustainability,,,,10.1007/978-3-031-69336-6_2,RenuThandiwe Sithole,2024,https://link.springer.com/chapter/10.1007/978-3-031-69336-6_2,Chapter,"Industrial revolution has brought a change from agricultural and handicraft economy to industrial and machine manufacturing. Therefore there are first, second, third, fourth and fifth industrial revolutions and they are based on mechanization, electricity, automation, networking and personalization respectively. Further, soft computing was used in Industry 4.0 and 5.0. It works on the basis of genetic algorithms, fuzzy logic, machine learning, evolutionary computation and artificial neural networks. Soft computing is advantageous because there are numerous plants which are nonlinear and time-variant in nature and cannot be controlled easily while following the traditional methods. Therefore, soft computing plays a significant role.
However, in this book chapter, soft computing has been described along with its role in Industry 4.0 and 5.0. Further industrial core values have been described along with the comparison between Industry 4.0 and 5.0 based on different parameters, for example, time, role of human, technology, communication and production speed."
"An Introduction to Industry 5.0: History, Foundations, and Futures",Industry 4.0 to Industry 5.0,,,,10.1007/978-981-99-9730-5_1,Gary S. Metcalf,2024,https://link.springer.com/chapter/10.1007/978-981-99-9730-5_1,Chapter,"The meaning of Industry 5.0 continues to evolve. It originally implied a reaction to the excesses of technologies in Industry 4.0, the era of cyber-physical systems and the Internet-of-Things. In the short time since the term was first used, artificial intelligence has taken over public attention, bringing new questions and new meanings. Many of the influences shaping our technologies, however, date back to the first Industrial Revolution: efficiency, profitability, etc. Will those same influences continue to shape future technological developments, or is this an era in which humans can choose to make new choices?"
"Integrating Security into Industry 5.0: Challenges, Solutions, and Impacts",Industry 5.0 and Emerging Technologies,,,,10.1007/978-3-031-70996-8_13,Ali RadidAziza ChakirMohamed GhazouaniBenlahmar Habib,2024,https://link.springer.com/chapter/10.1007/978-3-031-70996-8_13,Chapter,"The emergence of Industry 5.0 represents a paradigm shift in manufacturing, characterized by the seamless integration of physical and digital technologies to create highly interconnected and intelligent production systems. This evolution promises unprecedented levels of efficiency, flexibility, and customization, revolutionizing the way goods are produced and consumed. However, with this integration comes increased vulnerability to cyber threats. Neglecting security in Industry 5.0 environments can have far-reaching consequences, including potential disruptions to operations, compromise of sensitive data, and even physical safety risks. Given the interconnected nature of Industry 5.0 systems, a breach in security can propagate rapidly across entire production networks, leading to significant economic and reputational damage. Therefore, it is crucial to prioritize cybersecurity in Industry 5.0 to safeguard against these risks and ensure the resilience and sustainability of future manufacturing ecosystems. This research aims to investigate how the principles of Industry 5.0, characterized by a close convergence between physical and digital technologies, can be secured against emerging cyber threats. It explores the unique security challenges posed by Industry 5.0 and proposes strategies and solutions to mitigate these risks."
Green Smart Manufacturing: Potentials and Limits Toward Industry 5.0,"Innovation, Quality and Sustainability for a Resilient Circular Economy",,,,10.1007/978-3-031-28292-8_55,Raffaella TaddeoVeronica CasolaniAlberto Simboli,2024,https://link.springer.com/chapter/10.1007/978-3-031-28292-8_55,Conference paper,"In recent decades, progressive industrial digitalization has provided companies with an increasing capability to improve the efficiency of processes and quality products. In the recent frameworks of Industry 4.0, the pursuit of greater efficiency in the use of material, energy, and human resources assumes increasing importance in achieving the three goals—environmental, economic, and social—of sustainability. Even if the issue is widely debated, the mechanisms by which these technologies are applied from a life-cycle perspective, how they interact with each other, and how they produce effects on sustainability remain to be explored. The article aims to contribute to filling this gap by investigating the role played by so-called smart technologies in the context of green manufacturing. The study, through a critical analysis of the most recent scientific literature, provides a systematization of the technologies and solutions in the various stages of an ideal product life cycle, highlighting their operating interactions and potential effects in terms of sustainability, toward the future paradigm of Industry 5.0."
A Digital Twin Framework for Industry 4.0/5.0 Technologies,"Product Lifecycle Management. Leveraging Digital Twins, Circular Economy, and Knowledge Management for Sustainable Innovation",,,,10.1007/978-3-031-62578-7_2,Mansur AsranovKhurshid AlievPaolo ChiabertJamshid Inoyatkhodjaev,2024,https://link.springer.com/chapter/10.1007/978-3-031-62578-7_2,Conference paper,"Industry 4.0 Paradigm unleashed tremendous opportunities to boost economical and societal transitions for the business and improved living standards of society, while Industry 5.0 is extending previous technological breakthrough in steering transformation, stimulating industry and society to be human-centric, sustainable, resilient, and green. Digital Twins, in turn, play a key role as enabler in such transformation. Heterogeneity of manufacturing technologies imposes specific challenges in developing and adopting Digital Twins. The main goal of this paper is to propose, assess and justify a robust and open framework of Digital Twins for manufacturing technologies, such as collaborative and mobile robots, as well as subtractive manufacturing machines. A framework eventually can be used by SME, while also in Educational and Research Institutions."
Sustainable Floating City Production Systems—Moving Towards Industry 5.0,Proceedings of the Third World Conference on Floating Solutions,,,,10.1007/978-981-97-0495-8_10,Ana C. PereiraRutger de GraafFen-Yu Lin,2024,https://link.springer.com/chapter/10.1007/978-981-97-0495-8_10,Conference paper,"It has been more than a decade since the concept of Industry 4.0 was first introduced, yet experts have already begun to talk about what the next revolution will be: Industry 5.0. Over the past years, emphasis has been given to digitalization and the use of disruptive technologies to enhance efficiency and flexibility. Now, Industry 5.0 has shifted the focus to social priorities, being centered on the value of a human-centric industry and its service to humanity. Industry 5.0 is an extension of the Industry 4.0 paradigm, aiming to create a more conscious and responsible industry. It focuses on areas such as environmental protection, social responsibility, and adherence to fundamental rights. This strategy is not meant to replace the existing Industry 4.0, but rather to complement it into the future, allowing industry to co-exist with societal trends and needs, fostering the development of sustainable, resilient and human-centered systems. This paper aims to draw the link between Industry 5.0 and floating city production system as both address the pressing trends and needs of the present and the future. Floating cities offer a solution to land shortage problems faced in coastal areas by utilizing sea surface. This new market presents an opportunity to address the values of Industry 5.0, such as taking action against climate change, promoting the use of clean energy, and protecting the environment in order to create a brighter, cleaner, and healthier world. Sustainable development in this context is relying on Industry 5.0 principles to ensure progress in threatened areas and improve climate resilience. It is possible to create cities which are powered by renewable energy sources and are in harmony with the environment, leading to lower emissions and improved air quality, offering an adaptive, resilient and sustainable solution to the rising sea levels and a changing climate. Therefore, this article reflects on industrial trends for the development of floating solutions and the synergies that can be created between Industry 4.0 and Industry 5.0 in this context. The floating industry has the particularity of being able to create a symbiosis between these two paradigms. On the one hand, it is essential to improve industrial processes and increase their efficiency to ensure competitiveness and, on the other hand, it is urgent to create human-centric, resilient and sustainable systems that are able to respond to the current societal problems, in order to provide better quality of life for future generations."
Artificial Intelligence-Based IoT-Edge Environment for Industry 5.0,IoT Edge Intelligence,,,,10.1007/978-3-031-58388-9_4,Souvik Pal,2024,https://link.springer.com/chapter/10.1007/978-3-031-58388-9_4,Chapter,"Industry 5.0 represents a major shift in manufacturing, emphasizing the integration of human-centered processes alongside cutting-edge technologies. The deployment of artificial intelligence (AI) in edge contexts, which includes bringing computer resources closer to the location where data is generated, is a critical aspect in this advancement. This chapter discusses the creation and deployment of an artificial intelligence (AI)-powered edge environment specifically built for Industry 5.0. The goal is to improve industrial operations’ efficiency, adaptability, and reactivity. The chapter uses artificial intelligence to manage and study real-time data at the network’s edge, reducing latency and promoting faster decision-making. This integration of AI and IoT and edge allows for the deployment of predictive maintenance, effective quality control, and the optimization of manufacturing processes, all of which contribute to a more proactive and adaptive industrial environment. The application of AI algorithms in collaborative robotics dramatically enhances workforce efficiency and safety. Furthermore, the edge environment serves as a platform for the seamless and efficient interaction of cyber-physical systems and human operators, resulting in the creation of a connected and highly responsive industrial ecosystem. Edge computing significantly mitigates the security and privacy risks inherent in AI applications by minimizing the need for huge data transfers to centralized cloud servers. Edge-based artificial intelligence (AI) solutions offer a decentralized technique for improving data privacy and reducing vulnerability to cyber threats. This chapter especially suited to firms looking to capitalize on the disruptive prospects presented by Industry 5.0 with integration of AI and Edge. Using real-world case studies and simulations, this chapter demonstrates the usefulness and practicality of the proposed AI-based edge environment in encouraging innovation and competitiveness in the manufacturing industry. However, the true value of IoT devices is realized through the utilization of edge computing, which provides the necessary resources. Artificial intelligence algorithms are essential for inferring information in edge computing. In addition, the data collected from IoT applications is typically unstructured and requires additional analysis. AI-based models are utilized to extract pertinent information. In addition, when exchanging data between devices, there is a possibility of harmful attacks. Therefore, this chapter delves into the concept of Industry 5.0, the architecture of the Internet of Things (IoT) and AI-driven edge devices. We thoroughly examine the technical aspects of IoT networks and the technologies that facilitate communication. Next, we explored a range of AI-driven technologies that are incorporated into Edge environments, including AI-powered tools, edge computing, and trust models for edge devices."
