ID,Título,Autores,Ano,Jornal/Conferência,DOI,Abstract,Keywords,ISSN,Affiliation,Base,SJR Best Quartile
AGARWAL2021,A Novel Trehalose Synthase for the Production of Trehalose and Trehalulose,Neera Agarwal and Sudhir P. Singh,2021,Microbiology Spectrum,https://doi.org/10.1128/Spectrum.01333-21,"Trehalose is a rare sugar of high importance in biological research, with its property to stabilize cell membrane and proteins and protect the organism from drought. It is instrumental in the cryopreservation of human cells, e.g., sperm and blood stem cells.
ABSTRACT
A novel putative trehalose synthase gene (treM) was identified from an extreme temperature thermal spring. The gene was expressed in Escherichia coli followed by purification of the protein (TreM). TreM exhibited the pH optima of 7.0 for trehalose and trehalulose production, although it was functional and stable in the pH range of 5.0 to 8.0. Temperature activity profiling revealed that TreM can catalyze trehalose biosynthesis in a wide range of temperatures, from 5°C to 80°C. The optimum activity for trehalose and trehalulose biosynthesis was observed at 45°C and 50°C, respectively. A catalytic reaction performed at the low temperature of 5°C yielded trehalose with significantly reduced by-product (glucose) production in the reaction. TreM displayed remarkable thermal stability at optimum temperatures, with only about 20% loss in the activity after heat (50°C) exposure for 24 h. The maximum bioconversion yield of 74% trehalose (at 5°C) and 90% trehalulose (at 50°C) was obtained from 100 mM maltose and 70 mM sucrose, respectively. TreM was demonstrated to catalyze trehalulose biosynthesis utilizing the low-cost feedstock jaggery, cane molasses, muscovado, and table sugar.
IMPORTANCE Trehalose is a rare sugar of high importance in biological research, with its property to stabilize cell membrane and proteins and protect the organism from drought. It is instrumental in the cryopreservation of human cells, e.g., sperm and blood stem cells. It is also very useful in the food industry, especially in the preparation of frozen food products. Trehalose synthase is a glycosyl hydrolase 13 (GH13) family enzyme that has been reported from about 22 bacterial species so far. Of these enzymes, to date, only two have been demonstrated to catalyze the biosynthesis of both trehalose and trehalulose. We have investigated the metagenomic data of an extreme temperature thermal spring to discover a novel gene that encodes a trehalose synthase (TreM) with higher stability and dual transglycosylation activities of trehalose and trehalulose biosynthesis. This enzyme is capable of catalyzing the transformation of maltose to trehalose and sucrose to trehalulose in a wide pH and temperature range. The present investigation endorses the thermal aquatic habitat as a promising genetic resource for the biocatalysts with high potential in producing high-value rare sugars.","trehalose, trehalulose, trehalose synthase, metagenome, low-cost sucrose feedstocks, metagenome",21650497,,Science Direct,Q1
FARAHAT2021101128,"Innovative vegetables-processed cheese: I. Physicochemical, rheological and sensory characteristics",Eman S.A. Farahat and Ashraf G. Mohamed and Mohamed M. El-Loly and Walid A.M.S. Gafour,2021,Food Bioscience,https://doi.org/10.1016/j.fbio.2021.101128,"The food industries have a high demand for new products that meet consumer needs for a healthy lifestyle, where functional food enriched using the plant ingredients plays an important role. So, this study aimed to improve the public healthful characteristics of processed cheese and to examine the impact of fortification with different vegetables powder blend (mushroom, potato, squash, carrot, green bean, green pea, celery, leek, dill and parsley) on processed cheese using four formulations 2.5, 5.0, 7.5 and 10% ratios. Changes in physic-chemical compositional characterizations of formulated processed cheese (FPC) were checked at fresh and during refrigerated storage (5±1 °C) for three months to assess their chemical, rheological, textural and organoleptic properties. The obtained results of FPC samples have higher in dry matter, protein, fiber and carbohydrates compared to the control cheese. The addition of these plants is acceptable to the consumer and can contribute to the development a novel and safe processed cheese types without affecting the overall acceptability, proved to have excellent compositional and functional properties, where the ratios of 5 and 7.5% recorded the best FPC samples.","Processed cheese, Vegetables, Physic-chemical characterizations, Rheological properties, Texture profile analysis, Sensory evaluation",22124292,,Science Direct,Q1
AZERI2021e00665,"Microbulb and plantlet formation of a native bulbous flower, Lilium monodelphum M. Bieb, var. Armenum, through tissue culture propagation",F.N. AZERİ and G. Öztürk,2021,Biotechnology Reports,https://doi.org/10.1016/j.btre.2021.e00665,"The plant Lilium monadelphum M. Bieb. var. armenum (Mıscz. Ex Grossh) Davis et Henderson recognized as the caucasian lily grows in the Eastern Black Sea Region and is a perennial bulbous species belonging to the Liliaceae family. Its flowers, bulbs, and volatile oils are used in the perfume industry, as a folk medicine to treat eczema and abscess therapy, and as a tranquilizer among regional people respectively. Hence, it is commonly collected from the wild and could become endangered. In this study, we explored the optimal hormone treatment for efficient and rapid induction and production of this species in tissue culture. Explants taken from bulbs were cultured in Murashige and Skoog medium (MS medium, 1962) and modified with TDZ (thidiazuran) (0.5; 1.0; 2.0; 3.0; 5.0 mg/L), after which adventitious buds used for explants during the second stage were subcultured 4 different media supplemented with different concentrations of PAC (paclobutrazol) (0.1; 0.5; 1.0; 2.0 mg/L) to induce microbulbs formation. Microbulbs were cultured in a rooting medium containing IBA (0.5;1.0 mg/L). The highest bud regeneration was observed in medium containing 3.0 mg/L TDZ, 0.25 mg/L NAA and 0.1 mg/L GA3; the highest microbulb formation was observed in medium containing 2.0 mg/L PAC, 0.2 mg/L NAA, and 0.1 mg/L GA3. Besides, plant development from the microbulb was successful for roots in a medium containing 0.5 mg/I IBA and all of the plantlets obtained in tissue culture survived when transferred to the soil.","In vitro,  M. Bieb. var. , Microbulb, Paclobutrazol, Thidiazuran",2215017X,,Science Direct,Q1
GURDURBROO2022100311,Rethinking engineering education at the age of industry 5.0,Didem {Gürdür Broo} and Okyay Kaynak and Sadiq M. Sait,2022,Journal of Industrial Information Integration,https://doi.org/10.1016/j.jii.2021.100311,"During the last two decades, profound technological changes have taken place around us, supported by disruptive advances, both on the software and hardware sides. An amalgamation of information, communication, and artificial intelligence is taking place, as well as the cross-fertilization of a wide range of concepts, referred to as the digital transformation. While the discussion on how to operationalize the new intelligent systems of the fourth industrial revolution, Industry 4.0, is still going on; the dominant characteristics of the fifth industrial revolution, Industry 5.0 – going beyond producing goods and services for profit – requires all to think and act differently. As a result of the convergence phenomenon, the boundaries between different disciplines are eroding, necessitating a thorough discussion on what engineering education should be like in the future. In this paper, after presenting a brief history of engineering education, the recent paradigm changes are discussed, which essentially stress that skills must prevail over degrees to deal with challenges posed by the trends of the fifth industrial revolution. Later, before concluding the paper four strategies are presented such as lifelong learning and transdisciplinary education (1), sustainability, resilience, and human-centric design modules (2), hands-on data fluency and management courses (3) and human-agent/machine/robot/computer interaction experiences (4).","Industry 5.0, 21st century skills, Engineering education, Higher education, Digital Transformation",2452414X,,Science Direct,Q1
ALSHALAN2022118763,"Methane emissions in Kuwait: Plume identification, isotopic characterisation and inventory verification",A. Al-Shalan and D. Lowry and R.E. Fisher and E.G. Nisbet and G. Zazzeri and M. Al-Sarawi and J.L. France,2022,Atmospheric Environment,https://doi.org/10.1016/j.atmosenv.2021.118763,"The distribution of methane sources in Kuwait was mapped through mobile vehicle surveying of methane mole fraction, and by collection of air samples at source for subsequent isotopic analysis. Mobile plume identification and isotopic analysis, reveals that by far the largest observed source of methane in Kuwait is from landfill sites (δ13CCH4 of −58‰), with smaller contributions from fossil fuel industry (−50‰), wastewater treatment (−49‰) and ruminant animals (sheep −64‰, cows, −62‰, camels −60‰). Regular weekly air samples were collected over two years from three sites in Kuwait, one NW of the city, one to the SE and one in the city from the rooftop of the Kuwait College of Science. Associated with higher mole fraction is a consistent depletion in 13C of methane, pointing to a national source mix with δ13CCH4 of −55.9‰. This is significantly different from calculations using EDGAR v.5 inventory that suggest a source mix of −52.8‰. Diurnal campaigns from a city location confirm that the sources are dominantly biogenic (−59 to −56‰) in and around the urban areas. The EDGAR 5.0 inventory suggests that the dominant sources of methane in Kuwait are leaks from gas flaring and fossil fuel distribution, with additional smaller emissions from landfills, sewage (wastewater) treatment and ruminant animals, but with a waste component increasing relative to fossil fuel emissions in recent decades. Measurements during 2015 and 2016 suggest that for all but the far south and SW of the country which is not in the meteorological footprint of fixed site or mobile measurement, there is a dominant waste source and much smaller observed proportion from fossil fuel activities. This research demonstrates for the first time in Kuwait that continuous mobile measurements for plume identification coupled with high-precision isotopic analysis using CF-GC-IRMS (Continuous Flow Gas Chromatography-Isotope Ratio Mass Spectrometry) is an effective way of identifying methane sources and understanding their relative contributions. To unambiguously quantify relative contributions will require further work, particularly in the SW region of the country, utilizing aircraft and/or satellite retrievals. The results of this research will contribute to understanding the methane budget of this poorly studied region.","Plume mapping, Carbon isotopes, Landfill sites, Emissions inventory",13522310,,Science Direct,Q1
BARTOLONI2022102413,Towards designing society 5.0 solutions: The new Quintuple Helix - Design Thinking approach to technology,Sara Bartoloni and Ernesto Calò and Luca Marinelli and Federica Pascucci and Luca Dezi and Elias Carayannis and Gian Marco Revel and Gian Luca Gregori,2022,Technovation,https://doi.org/10.1016/j.technovation.2021.102413,"The integration of Industry 4.0 (I4.0) technologies within society is pivotal for resolving many challenges that the world and its population are facing presently—global pandemics, ageing populations, and climate change. However, academics and practitioners still struggle to fully understand I4.0 outcomes outside of the manufacturing domain, thereby unravelling their potential for society at large. In this scenario, Society 5.0 (S5.0) is arising as a new paradigm that places humans at the centre of innovation. To foster the effective integration of technology into society and to better understand how to design S5.0 configurations and solutions, the authors developed a conceptual model applying the Design Thinking (DT) approach to the Quintuple Helix (QH) innovation framework. The proposed QH–DT model was found to be suitable for allowing the knowledge flow among the actors involved in the design and implementation of the S5.0 solution. The model was then explained through its application in a healthcare project—the SMARTAGE. By adopting an action research methodology, the results explain how it becomes possible to build complex human-centric healthcare solutions.","Society 5.0, Industry 4.0, Quintuple helix innovation ecosystem, Design thinking, Healthcare, Social entrepreneurship",01664972,,Science Direct,Q1
BYUN2022108826,"Isolation, characterization, and application of bacteriophages to reduce and inhibit Listeria monocytogenes in celery and enoki mushroom",Kye-Hwan Byun and Sang Ha Han and Min Woo Choi and Si Hong Park and Sang-Do Ha,2022,Food Control,https://doi.org/10.1016/j.foodcont.2022.108826,"Listeria monocytogenes is a foodborne microorganism that causes listeriosis in humans and can even lead to death, especially among older adults, pregnant women, and infants. Ready-to-eat salad is a high-risk food associated with listeriosis in humans because of the minimal processing involved in its preparation. This study aimed to evaluate the efficacy of a bacteriophage cocktail as a biocontrol agent against L. monocytogenes in celery and enoki mushroom. Three lytic phages, named LMPC01, LMPC02, and LMPC03, were isolated from sewage, river, and soil, respectively, and classified as belonging to the Myoviridae (LMPC01 and LMPC02) or Siphoviridae (LMPC03) family by morphology observation. The isolated phages exhibited lytic activity against L. monocytogenes and similar adsorption rates (90% adsorption within 30 min), latent periods (50 min with a burst size of 69.5, 20.3, and 93.0 PFU/CFU, respectively), and survivability (at temperatures between 4 and 50 °C and pH 4–10). In vitro lysis kinetics showed that at a multiplicity-of-infection (MOI) 10 of phage cocktail could consistently inhibit the growth of L. monocytogenes at 30 °C for 24 h. In the time−kill assay, treatment with the phage cocktail (MOI = 10) reduced the L. monocytogenes count by approximately 4.0 log CFU/mL at 4 °C. In the food test, the phage cocktail (MOI = 10) reduced 2.2 and 1.8 log CFU/g of L. monocytogenes contaminated (5.0 log CFU/g) celery and enoki mushroom stored at 4 °C for 7 days. These results highlight that the phage cocktail of LMPC01, LMPC02, and LMPC03 is a potentially promising biocontrol candidate for reducing and inhibiting L. monocytogenes in fresh-cut celery and enoki mushroom.","Listeria monocytogenes, Bacteriophage, Fresh-cut product, Food safety, Biocontrol method",09567135,,Science Direct,Q1
SINDHWANI2022101887,Can industry 5.0 revolutionize the wave of resilience and social value creation? A multi-criteria framework to analyze enablers,Rahul Sindhwani and Shayan Afridi and Anil Kumar and Audrius Banaitis and Sunil Luthra and Punj Lata Singh,2022,Technology in Society,https://doi.org/10.1016/j.techsoc.2022.101887,"The ever-changing times demand a resilient industry that quickly adapts to the oncoming wave of new technology; however, a strong social environment that comprises organic social values is needed for a thriving human society. Industry 4.0 has become the standard for applications in recent years, as its technologies are rapidly being implemented and positively impacting every sector. However, these developments are still unable to achieve the desired outcomes and have neglected the environment by prioritizing machines over humans. Therefore, the Industry 5.0 (I5.0) revolution is a call to bring forth the ideas of sustainability into practice, integrate human values with technology, and is considered a step forward for achieving sustainable development goals. Hence, the present study proposes a framework for analyzing I5.0 enablers for achieving sustainability by integrating human values with technology. To achieve the objectives, this study was conducted in three different phases: 1) through extensive review, the list of criteria and enablers was identified; 2) Pythagorean fuzzy Delphi was used to validate the enablers against criteria; 3) a hybrid approach of Pythagorean fuzzy analytical hierarchy process-combined compromise solution was employed to calculate the weights of selected criteria and determine the ranks of enablers. A sensitivity analysis was then performed to check the robustness of this framework. The findings show that the criterion of personal customization obtained the highest weight followed by human-machine collaboration, which will create a smart cognitive environment for humans. Human intelligence is used in more important places, which will help society focus on developing social values. The authors also put forward seven propositions about adopting I5.0 enablers for best results, taking examples from existing case studies and helping industrialists adopt I5.0 methods.","Industry 5.0, Sustainable development, Bioeconomy, Human–robot collaboration, Mass personalization, Pythagorean fuzzy",0160791X,,Science Direct,Q1
CHANG2022105909,Regeneration of heavy metal contaminated soils for cement production by cement kiln co-processing,Jheng-Shin Chang and Yi-Chin Cho and Yi-Pin Lin,2022,"Resources, Conservation and Recycling",https://doi.org/10.1016/j.resconrec.2021.105909,"Co-processing is considered as an effective way to reduce the cost and environmental footprints for cement production by replacing fuel or raw materials with wastes. In this study, we investigated the influences of co-processing of heavy metal-contaminated soil in cement kiln on the engineering integrity and heavy metal leachability of cement powders and cement mortars. The replacements of the contaminated soil were set at 0, 3.0, 7.6, and 10.0 wt.%. Engineering integrity of the cement products was verified first using typical performance tests, followed by three heavy metal leaching tests, namely Toxicity Characteristic Leaching Procedure (TCLP), EDTA-mediated TCLP and Synthetic Precipitation Leaching Procedure (SPLP). The results showed that in TCLP, only Cr was the concern, in which leachates of cement powders produced by co-processing with > 7.6% soils exceeded the TCLP Cr limit (5.0 mg/L), whereas all leachates of cement mortars met the regulations. EDTA-mediated TCLP could potentially release higher Cr concentrations, indicating that cautions were still needed when applying the cement products in harsh environments. Preliminary economic assessment indicated that using co-processing to treat heavy metal-contaminated soils can bring benefits for both cement industry and soil polluter. Overall, cement kiln co-processing could be an attractive alternative for the remediation of heavy metal-contaminated soil to revive the contaminated site and reduce the environmental impacts of cement production.","Heavy metal-contaminated soil, Cement kiln, Co-processing, Environmental compatibility",09213449,,Science Direct,Q1
CAVALIERIDEALENCARGUIMARAES2022102233,"Polygalacturonase from Aspergillus japonicus (PGAj): Enzyme production using low-cost carbon source, biochemical properties and application in clarification of fruit juices",Nelciele {Cavalieri de Alencar Guimarães} and Nathalia Nunes Glienke and Rodrigo Mattos {Silva Galeano} and Roberto Ruller and Fabiana Fonseca Zanoelo and Douglas Chodi Masui and Giovana Cristina Giannesi,2022,Biocatalysis and Agricultural Biotechnology,https://doi.org/10.1016/j.bcab.2021.102233,"Aspergillus japonicus polygalacturonase (PGAj) was produced using passion fruit peel, a residue from the agricultural and juice industries, as a low-cost carbon source. The biochemical properties of the enzyme and its application in the clarification of fruit juices were investigated. The maximum PGAj production was obtained using solid state fermentation (SSF) in 48 h (227.75 ± 13.1 U). PGAj was purified in two chromatography steps with a specific activity of 7.9 U/mg protein, 2.9 -fold purification, and 81% final yield, exhibiting a molecular weight about 40 kDa. The optimal pH and temperature for PGAj activity were pH 4.0 and 55 °C, respectively. Moreover, the PGAj enzyme retained up to 90% of its initial activity for 4 h at pH 4.0, 5.0 and 6.0. The enzyme maintained 83% residual activity after 20 min at 50 °C. PGAj best preferred citrus pectin (8.45 ± 1.6 U/mg protein) as substrate. The best results for juice clarification using 3 U/mL PGAj were obtained with the pulp of Palmer and Tommy mango varieties, white guava, banana, and apple, with increases of 65%, 41%, 40%, 11%, and 9.4% in transmittance values, respectively, compared to the control. This was superior to that obtained using commercial pectinase for some of the pulps, as 49% and 21% for Palmer and Tommy mango pulps, respectively. Thus, PGAj may be suitable for application as a clarifying agent in the fruit juice industry.","Pectinase, Polygalacturonase, , Clarification of fruit juices, Low-cost carbon source",18788181,,Science Direct,Q1
ADINA202155,Expression of novel acidic lipase from Micrococcus luteus in Pichia pastoris and its application in transesterification,Selfela Restu Adina and Antonius Suwanto and Anja Meryandini and Esti Puspitasari,2021,Journal of Genetic Engineering and Biotechnology,https://doi.org/10.1186/s43141-021-00155-w,"Background
Lipases are promising biocatalysts for industrial applications and attract attention to be explored. A novel acidic lipase has been isolated from the lipolytic bacteria Micrococcus luteus EMP48-D (LipEMP48-D) screened from tempeh. The lipase gene had previously been overexpressed in Escherichia coli BL21, but the expression level obtained was relatively low. Here, to improve the expression level, the lipase gene was cloned to Pichia pastoris. We eliminated the native signal sequence of M. luteus and replaced it with α-mating factor (α-MF) signal sequence. We also optimized and synthesized the lipase gene based on codon preference in P. pastoris.
Results
LipEMP48-D lipase was expressed as an extracellular protein. Codon optimization has been conducted for 20 codons, with the codon adaption index reaching 0.995. The highest extracellular lipase activity obtained reached 145.4 ± 4.8 U/mg under AOX1 promoter in P. pastoris KM71 strain, which was 9.7-fold higher than the previous activity in E. coli. LipEMP48-D showed the highest specific activity at pH 5.0 and stable within the pH range 3.0–5.0 at 40 °C. LipEMP48-D also has the capability of hydrolyzing various long-chain triglycerides, particularly olive oil (100%) followed by sunflower oil (88.5%). LipEMP48-D exhibited high tolerance for various polar organic solvents with low log P, such as isopropanol (115.7%) and butanol (114.6%). The metal ions (Na+, K+, Ca2+, Mg2+, Mn+) decreased enzyme activity up to 43.1%, while Fe2+ increased relative activity of enzymes up to 200%. The conversion of free fatty acid (FFA) into fatty acid methyl ester (FAME) was low around 2.95%.
Conclusions
This study was the first to report overexpression of Micrococcus lipase in yeast. The extracellular expression of this acidic lipase could be potential for biocatalyst in industrial fields, especially organic synthesis, food industry, and production of biodiesel.","Lipase, Codon optimization, , , Biodiesel",1687157X,,Science Direct,Q2
DELGIUDICE2023100856,Toward the human – Centered approach. A revised model of individual acceptance of AI,Manlio {Del Giudice} and Veronica Scuotto and Beatrice Orlando and Mario Mustilli,2023,Human Resource Management Review,https://doi.org/10.1016/j.hrmr.2021.100856,"The aim of the study is to understand how humans' acceptance of Artificial Intelligences (AIs) affects human resource management (HRM). To this end, we propose an original conceptual framework based on the idea of a sustainable growth driven by the interplay between AI and HRM. Current academic debate is overly concerned by the impact that future AI will have on business and society. One of the central aspects of the conversation is whether or not AI will replace humans in value-added activities. The study remarks that humanoids are an amplificator of human potential, in light of a human-centered approach. In this vein, present work reconceptualizes the tenets of society 5.0 by considering the category of “innovation ventura”, the evolution of the innovative enterprise in the next AI landscape.","Humans –humanoid interactions, Artificial intelligence, Service robot deployment model, Technology acceptance model, Society 5.0, Innovation",10534822,,Science Direct,Q1
LIU2021119085,ZIF-L based mixed matrix membranes for acetone-butanol-ethanol (ABE) recovery from diluted aqueous solution,Wei Liu and Yujie Ban and Jiayi Liu and Yuecheng Wang and Ziyi Hu and Yehong Wang and Qiming Li and Weishen Yang,2021,Separation and Purification Technology,https://doi.org/10.1016/j.seppur.2021.119085,"Enrichment of bio-based platform compound ABE (acetone-butanol-ethanol) from extremely diluted raw medium is pivotal for the full utilization of ABE and selective conversion of them into value-added chemicals. Vapor permeation process through mixed matrix membranes (MMMs) demonstrates an energy-efficient solution to this challenge. Here, MMMs, by doping two-dimensional ZIF-L nanosheets with porous skeletons into an oleophilic matrix (poly-R-siloxane), were produced to synchronously enrich ABE from the simulated fermentation broth (total ABE of 3.0 wt% or lower, and composition of A: B: E = 3: 6: 1). The good compatibility of ZIF-L and polymer matrix renders MMMs with significantly improved flux and separation factor of organics over water. Typically, MMMs incorporating 5.0 wt% of ZIF-L fillers contribute to an increase of 72.3% and 106% in liquid flux and butanol/water separation factor, respectively, when compared with the pure polymer membranes. Through ZIF-L based MMMs, the water content in the permeant is controlled below 30 wt%, which is a prerequisite for utilization of ABE in the real bio-refinery industry.","Mixed matrix membranes, ZIF-L, Vapor permeation, Bio-based platform compounds, Acetone-butanol-ethanol",13835866,,Science Direct,Q1
LIU2022237,Inhibiting effects of carbonised and oxidised powders treated with ionic liquids on spontaneous combustion,Kun-Hua Liu and Yang Xiao and Hao Zhang and Pan Pang and Chi-Min Shu,2022,Process Safety and Environmental Protection,https://doi.org/10.1016/j.psep.2021.11.023,"The waste of the coal-based activated carbon (CBAC) production process, carbonised powder (CP) and oxidised powder (OP), easily store heat, trigger spontaneous combustion under hot storage conditions, and exhibit strong pyrophoricity. CP and OP pose a serious threat to local environments and inhabitants’ health. In this work, the spontaneous combustion of waste materials generated during the preparation of activated carbon in the coal chemical industry was studied, which has been less studied by previous researchers, and the spontaneous combustion was prevented and controlled by ionic liquid (ILs), a new type of environmentally friendly inhibitor. The influence of ILs containing [BMIM]+ ([BMIM][BF4], [BMIM][NO3], and [BMIM][I]) on the spontaneous combustion of CP and OP was studied and quantitatively analysed. The different samples’ mass loss at different stages was analysed using thermogravimetry at three heating rates (5.0, 10.0, and 15.0 °C/min). A temperature-programmed experiment was used to test the inhibiting effect in treated samples. The results indicated that ILs had varying inhibiting effects on the pyrophoricity of samples. The ILs [BMIM][BF4] [BMIM][NO3] [BMIM][I] had, in descending order of percent inhibition, an inhibitory effect on OP; the order for CP inhibition was as follows: [BMIM][NO3]> [BMIM][BF4]> [BMIM][I]. After IL treatment, the maximum, minimum, and average apparent activation energy all increased to varying degrees. At 30–180 °C, the average percent of inhibition of [BMIM][BF4]–Y (OP treated with [BMIM][BF4]) and [BMIM][NO3]–T (CP treated with [BMIM][NO3]) was 20.21% and 7.32%, respectively, and the maximum inhibition percent was 38.53% and 16.13%, respectively.","Coal-based activated carbon, Heat storage, Mass loss, Inhibition percent, Apparent activation energy",09575820,,Science Direct,Q1
CHEN2021159,Production of soluble dietary fibers and red pigments from potato pomace in submerged fermentation by Monascus purpureus,Xiaoju Chen and Ruiyu Gui and Nan Li and Yuqing Wu and Ju Chen and Xuefeng Wu and Zhen Qin and Shang-Tian Yang and Xingjiang Li,2021,Process Biochemistry,https://doi.org/10.1016/j.procbio.2021.09.011,"The goal of this study was to develop a submerged fermentation by Monascus purpureus for converting potato pomace, a low-cost byproduct generated in the potato starch industry, to a high value-added product containing soluble dietary fibers and Monascus pigments. Potato pomace was used directly without any pretreatments or hydrolysis in fermentation by M. purpureus to produce Monascus pigments, which was quantified by monitoring the absorbance of the fermentation broth at 492 nm wavelength and was found to reach a high level of 47.9 OD492/mL with a yield of 598.6 OD492/g pomace. Thermal stability analysis showed that the red pigments produced from potato pomace had a high activation energy of 71.6 kJ mol−1 at pH 5.0, indicating that the red pigment was thermally stable even at an acidic pH. Meanwhile, about 110.9 mg of soluble dietary fibers with porous microstructure, high solubility, and antioxidant activities were obtained from each gram of potato pomace after the fermentation. The results demonstrated the feasibility of converting potato pomace to a valuable product containing Monascus pigments and soluble dietary fibers by M. purpureus in submerged fermentation, providing an economical and environmentally friendly route for utilizing the agro-industrial waste byproduct.","Submerged fermentation, , Potato pomace, Pigment, Soluble dietary fiber",13595113,,Science Direct,Q2
TANEJA2022116106,An optimized scheme for energy efficient wireless communication via intelligent reflecting surfaces,Ashu Taneja and Shalli Rani and Adi Alhudhaif and Deepika Koundal and Emine Selda Gündüz,2022,Expert Systems with Applications,https://doi.org/10.1016/j.eswa.2021.116106,"Intelligent reflecting surfaces (IRSs) are considered as a promising candidate enabling technology for future green wireless communication. Such intelligent surfaces have real-time reconfigurable properties that beamform the signal to a desired destination. In this paper, our objective is to study the performance optimization in an IRS-assisted wireless network. An array of reflecting elements is individually configured in IRS system set up, which is installed between the source and the destination to assist the communication between both without any obstacle. IRS-assisted network achieves significant performance gain as compared to wireless networks without IRS. However, there are severe practical challenges with IRSs including hardware impairments, size of IRS, and distribution of reflecting elements in the IRS. To tackle these issues, we analyzed the performance of the network for maximum achievable rates, minimum transmit power, and maximum energy efficiency (EE). The selection of optimal number of reflecting elements in the IRS enables huge savings in energy to achieve target rate with minimal power. We show that by incorporating optimal number of reflecting elements in IRSs, high EE can be achieved, which outperforms the direct transmission method. Moreover, we show the impact of increasing the number of reflecting elements on the trade-off between EE and achievable rates.","Intelligent reflecting surfaces (IRSs), Energy efficiency (EE), Green communication, Optimization",09574174,,Science Direct,Q1
WANG2021127522,"Simple and low cost fabrication of large area nanocoatings with mechanical robustness, enhanced broadband transmittance and antifogging",Dongdong Wang and Yansheng Li and Yongqiang Wen and Xiaoyu Li and Xin Du,2021,Colloids and Surfaces A: Physicochemical and Engineering Aspects,https://doi.org/10.1016/j.colsurfa.2021.127522,"The large area nanocoatings with mechanical robustness, high broadband transmittance and antifogging are highly in demand for commercial and industry applications. However, up to now, it is still very difficult to fabricate the advanced nanocoatings with multiple functions owing to technical challenge. In this work, we successfully developed an amazing sol-gel mixed suspension composed of acid-catalyzed silica sol (ACSS) and base-catalyzed solid silica nanoparticles (SSNs) to achieve the facile, cost-efficient, large area and substrate-versatile fabrication of mechanically robust nanocoatings with enhanced broadband transmittance and antifogging via simple dip-coating or spray-coating method without any post-treatments. Noteworthily, the addition of ACSS plays a key role in the formation of multifunctional nanocoatings. It not only crosslinks the SSNs to form three-dimensional network structure for enhanced mechanical stability (3 H pencil scratching test), improved adhesion (class of 4B for tape adhesion test), and high resistance to the impact of water flow, but also maintains enough porosity and surface roughness of nanocoatings for enhanced transmittance (97.6% at the wavelength of 517 nm, and ca. 5.0% increase of mean transmittance in the 400–1100 nm) and hydrophilic (water contact angles after 0.5 s of spreading: ca. 6.8°) antifogging. Moreover, the developed suspension not only can be applicable to different substrates such as organic glass and solar panel glass slide, but also can be fit for large area of 90 cm * 160 cm. Due to simple, cost-efficient, large area and substrate-versatile fabrication of such nanocoatings, it has great potential to be pushed into the markets.","Sol-gel mixed suspension, Crosslinked network structure, Antireflective nanocoatings, Mechanical robustness, Antifogging",09277757,,Science Direct,Q1
MADDIKUNTA2022100257,Industry 5.0: A survey on enabling technologies and potential applications,Praveen Kumar Reddy Maddikunta and Quoc-Viet Pham and Prabadevi B and N Deepa and Kapal Dev and Thippa Reddy Gadekallu and Rukhsana Ruby and Madhusanka Liyanage,2022,Journal of Industrial Information Integration,https://doi.org/10.1016/j.jii.2021.100257,"Industry 5.0 is regarded as the next industrial evolution, its objective is to leverage the creativity of human experts in collaboration with efficient, intelligent and accurate machines, in order to obtain resource-efficient and user-preferred manufacturing solutions compared to Industry 4.0. Numerous promising technologies and applications are expected to assist Industry 5.0 in order to increase production and deliver customized products in a spontaneous manner. To provide a very first discussion of Industry 5.0, in this paper, we aim to provide a survey-based tutorial on potential applications and supporting technologies of Industry 5.0. We first introduce several new concepts and definitions of Industry 5.0 from the perspective of different industry practitioners and researchers. We then elaborately discuss the potential applications of Industry 5.0, such as intelligent healthcare, cloud manufacturing, supply chain management and manufacturing production. Subsequently, we discuss about some supporting technologies for Industry 5.0, such as edge computing, digital twins, collaborative robots, Internet of every things, blockchain, and 6G and beyond networks. Finally, we highlight several research challenges and open issues that should be further developed to realize Industry 5.0.","Industry 5.0, Internet of Things, 6G, Edge computing, Enabling technologies, Pervasive AI",2452414X,,Science Direct,Q1
